Region 2018,Catchment Name,LAWA Catchment Identifier,Detailed Category,Area 1996 (ha),Area 2001 (ha),Area 2008 (ha),Area 2012 (ha),Area 2018 (ha),Area as % of Catchment Area 1996 (%),Area as % of Catchment Area 2001 (%),Area as % of Catchment Area 2008 (%),Area as % of Catchment Area 2012 (%),Area as % of Catchment Area 2018 (%),Area change: 2018 area minus 1996 area (ha),Area change as a % of 1996 area (%),Created
Auckland Region,Kaitoke Creek,10004,Urban Parkland/Open Space,1.6,1.6,1.6,1.6,1.6,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaitoke Creek,10004,Herbaceous Saline Vegetation,1.3,1.3,1.3,1.3,1.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaitoke Creek,10004,Landslide,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Catchment Area,936.6,936.6,936.6,936.6,936.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Manuka and/or Kanuka,459.0,459.0,459.0,459.0,459.0,49.0,49.0,49.0,49.0,49.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Indigenous Forest,426.8,426.8,426.8,426.8,426.8,45.6,45.6,45.6,45.6,45.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,High Producing Exotic Grassland,33.7,33.7,33.7,33.7,33.7,3.6,3.6,3.6,3.6,3.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Herbaceous Saline Vegetation,8.7,8.7,8.7,8.7,8.7,0.9,0.9,0.9,0.9,0.9,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Built-up Area (settlement),4.4,4.4,4.4,4.4,4.4,0.5,0.5,0.5,0.5,0.5,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Broadleaved Indigenous Hardwoods,2.1,2.1,2.1,2.1,2.1,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Low Producing Grassland,1.8,1.8,1.8,1.8,1.8,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Sand or Gravel,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Karekare,1357,Twelve-mile NZ territorial limit (Marine),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Catchment Area,11919.6,11919.6,11919.6,11919.6,11919.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,High Producing Exotic Grassland,8910.2,8821.4,8789.6,8799.0,8831.5,74.8,74.0,73.7,73.8,74.1,-78.7,-0.9,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Manuka and/or Kanuka,1030.2,1021.8,1041.6,1039.9,1042.3,8.6,8.6,8.7,8.7,8.7,12.1,1.2,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Indigenous Forest,977.7,977.7,977.7,975.2,975.2,8.2,8.2,8.2,8.2,8.2,-2.5,-0.3,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Exotic Forest,619.4,670.8,686.6,647.9,625.5,5.2,5.6,5.8,5.4,5.3,6.1,1.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Broadleaved Indigenous Hardwoods,127.3,129.0,129.7,152.8,141.9,1.1,1.1,1.1,1.3,1.2,14.6,11.4,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,"Orchard, Vineyard or Other Perennial Crop",37.2,37.2,41.6,38.5,38.5,0.3,0.3,0.4,0.3,0.3,1.3,3.5,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Urban Parkland/Open Space,37.8,37.8,37.8,37.8,37.8,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,River,33.6,33.6,33.6,33.6,33.6,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Built-up Area (settlement),21.5,21.5,30.7,30.7,30.7,0.2,0.2,0.3,0.3,0.3,9.2,42.8,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Forest - Harvested,,24.8,5.6,13.2,25.8,,0.2,0.1,0.1,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Herbaceous Saline Vegetation,24.0,24.0,24.0,24.0,24.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Low Producing Grassland,1.7,1.7,1.7,10.2,22.4,0.0,0.0,0.0,0.1,0.2,20.7,1212.1,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Short-rotation Cropland,21.7,21.7,21.7,21.7,21.7,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Gorse and/or Broom,25.8,45.2,46.3,43.0,16.6,0.2,0.4,0.4,0.4,0.1,-9.2,-35.8,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Herbaceous Freshwater Vegetation,14.8,14.8,14.8,14.8,14.8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Deciduous Hardwoods,9.9,9.9,9.9,9.9,9.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Surface Mine or Dump,9.7,9.7,9.7,9.7,9.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Mangrove,9.1,9.1,9.1,9.1,9.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Lake or Pond,6.2,6.2,6.2,6.2,6.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Flaxland,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Mixed Exotic Shrubland,,,,0.7,0.7,,,,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Kaukapakapa River,403,Twelve-mile NZ territorial limit (Marine),0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Catchment Area,2388.2,2388.2,2388.2,2388.2,2388.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Built-up Area (settlement),789.9,1056.8,1184.1,1196.2,1226.5,33.1,44.3,49.6,50.1,51.4,436.6,55.3,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Urban Parkland/Open Space,321.0,330.4,298.2,299.8,309.4,13.4,13.8,12.5,12.6,13.0,-11.6,-3.6,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,High Producing Exotic Grassland,630.8,371.7,295.7,292.9,266.0,26.4,15.6,12.4,12.3,11.1,-364.8,-57.8,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Indigenous Forest,279.6,268.9,265.6,265.6,263.4,11.7,11.3,11.1,11.1,11.0,-16.2,-5.8,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Manuka and/or Kanuka,171.3,171.3,173.7,172.6,171.5,7.2,7.2,7.3,7.2,7.2,0.1,0.1,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Lake or Pond,42.2,42.2,42.2,42.2,42.2,1.8,1.8,1.8,1.8,1.8,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Transport Infrastructure,35.1,35.1,35.1,35.1,35.1,1.5,1.5,1.5,1.5,1.5,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Exotic Forest,61.0,54.8,47.8,38.3,33.8,2.6,2.3,2.0,1.6,1.4,-27.2,-44.6,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Broadleaved Indigenous Hardwoods,38.3,36.8,30.5,29.1,23.9,1.6,1.5,1.3,1.2,1.0,-14.4,-37.7,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Estuarine Open Water,6.9,6.9,6.9,6.9,6.9,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Mixed Exotic Shrubland,5.6,5.6,5.6,5.6,5.6,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Mangrove,2.3,2.3,2.3,2.3,2.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Lucas Creek,866,Low Producing Grassland,0.3,1.8,0.3,1.6,1.6,0.0,0.1,0.0,0.1,0.1,1.3,495.6,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Catchment Area,9734.1,9734.1,9734.1,9734.1,9734.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,High Producing Exotic Grassland,4917.4,4811.2,4712.2,4751.4,4780.7,50.5,49.4,48.4,48.8,49.1,-136.7,-2.8,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Exotic Forest,2639.2,2519.4,2362.0,2476.0,2189.1,27.1,25.9,24.3,25.4,22.5,-450.1,-17.1,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Indigenous Forest,1321.8,1321.8,1322.7,1322.7,1321.6,13.6,13.6,13.6,13.6,13.6,-0.1,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Manuka and/or Kanuka,294.3,291.6,329.2,336.1,334.1,3.0,3.0,3.4,3.5,3.4,39.8,13.5,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Built-up Area (settlement),201.6,235.8,285.2,307.8,319.8,2.1,2.4,2.9,3.2,3.3,118.2,58.6,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Forest - Harvested,0.9,261.7,409.7,74.9,291.4,0.0,2.7,4.2,0.8,3.0,290.5,32528.5,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Broadleaved Indigenous Hardwoods,112.7,109.6,127.5,179.9,179.9,1.2,1.1,1.3,1.9,1.9,67.3,59.7,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Gorse and/or Broom,38.4,38.4,32.6,114.8,114.8,0.4,0.4,0.3,1.2,1.2,76.4,198.9,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Urban Parkland/Open Space,52.8,52.8,52.8,71.4,71.4,0.5,0.5,0.5,0.7,0.7,18.6,35.3,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,"Orchard, Vineyard or Other Perennial Crop",29.4,29.4,40.3,32.0,32.0,0.3,0.3,0.4,0.3,0.3,2.6,8.8,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Low Producing Grassland,69.5,6.2,3.5,9.8,29.0,0.7,0.1,0.0,0.1,0.3,-40.5,-58.2,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Mangrove,12.2,12.2,12.2,12.2,12.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Transport Infrastructure,,,,,10.9,,,,,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Surface Mine or Dump,10.4,10.4,10.4,10.4,10.4,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Deciduous Hardwoods,9.9,9.9,9.9,9.9,9.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Mixed Exotic Shrubland,7.1,7.1,7.1,7.1,9.0,0.1,0.1,0.1,0.1,0.1,1.9,26.5,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Estuarine Open Water,8.3,8.3,8.3,8.3,8.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Lake or Pond,4.8,4.8,4.8,5.9,5.9,0.1,0.1,0.1,0.1,0.1,1.1,23.4,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Herbaceous Freshwater Vegetation,2.4,2.4,2.4,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Mahurangi River,441,Short-rotation Cropland,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Catchment Area,7468.2,7468.2,7468.2,7468.2,7468.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,High Producing Exotic Grassland,4455.7,4359.9,4307.6,4307.0,4311.0,59.7,58.4,57.7,57.7,57.7,-144.7,-3.3,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Exotic Forest,1248.8,1267.2,1372.8,1386.7,1383.1,16.7,17.0,18.4,18.6,18.5,134.3,10.8,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Manuka and/or Kanuka,777.7,760.5,744.9,755.9,763.7,10.4,10.2,10.0,10.1,10.2,-14.0,-1.8,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Indigenous Forest,484.0,484.0,484.0,484.0,484.0,6.5,6.5,6.5,6.5,6.5,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Broadleaved Indigenous Hardwoods,231.6,231.6,231.6,231.6,232.8,3.1,3.1,3.1,3.1,3.1,1.2,0.5,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Low Producing Grassland,177.6,20.2,14.3,143.5,157.2,2.4,0.3,0.2,1.9,2.1,-20.4,-11.5,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Forest - Harvested,21.7,272.0,241.8,84.5,82.9,0.3,3.6,3.2,1.1,1.1,61.2,282.5,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Gorse and/or Broom,33.9,33.9,32.3,40.2,18.7,0.5,0.5,0.4,0.5,0.3,-15.2,-44.8,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Deciduous Hardwoods,9.4,11.0,11.0,11.0,11.0,0.1,0.2,0.2,0.2,0.2,1.6,17.5,08/26/2025 16:12:47
Auckland Region,Makarau River,487,River,8.9,8.9,8.9,8.9,8.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Surface Mine or Dump,6.8,6.8,6.8,6.8,6.8,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Twelve-mile NZ territorial limit (Marine),4.4,4.4,4.4,4.4,4.4,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Mangrove,2.4,2.4,2.4,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Makarau River,487,Herbaceous Saline Vegetation,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Marawhara Stream,2183,Catchment Area,397.9,397.9,397.9,397.9,397.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Marawhara Stream,2183,Indigenous Forest,307.6,307.6,307.6,307.6,307.6,77.3,77.3,77.3,77.3,77.3,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Marawhara Stream,2183,Manuka and/or Kanuka,79.3,79.3,79.3,79.3,79.3,19.9,19.9,19.9,19.9,19.9,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Marawhara Stream,2183,Low Producing Grassland,5.6,5.6,5.6,5.6,5.6,1.4,1.4,1.4,1.4,1.4,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Marawhara Stream,2183,High Producing Exotic Grassland,5.2,5.2,5.2,5.2,5.2,1.3,1.3,1.3,1.3,1.3,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Marawhara Stream,2183,Sand or Gravel,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Catchment Area,1613.0,1613.0,1613.0,1613.0,1613.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,High Producing Exotic Grassland,690.0,682.8,682.8,684.2,682.8,42.8,42.3,42.3,42.4,42.3,-7.2,-1.1,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Indigenous Forest,420.6,412.4,412.4,412.4,412.4,26.1,25.6,25.6,25.6,25.6,-8.1,-1.9,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Broadleaved Indigenous Hardwoods,94.3,94.3,178.5,213.6,216.1,5.9,5.9,11.1,13.2,13.4,121.8,129.1,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Exotic Forest,249.8,199.0,167.5,128.4,127.0,15.5,12.3,10.4,8.0,7.9,-122.8,-49.2,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Manuka and/or Kanuka,115.2,115.2,115.2,115.2,115.2,7.1,7.1,7.1,7.1,7.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Built-up Area (settlement),26.1,26.1,26.1,26.1,26.1,1.6,1.6,1.6,1.6,1.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Deciduous Hardwoods,14.3,14.3,14.3,14.3,14.3,0.9,0.9,0.9,0.9,0.9,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Low Producing Grassland,,,13.5,13.5,13.5,,,0.8,0.8,0.8,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,"Orchard, Vineyard or Other Perennial Crop",2.4,2.4,2.4,2.4,2.4,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Mixed Exotic Shrubland,,,,,1.5,,,,,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Forest - Harvested,,66.2,,2.5,1.5,,4.1,,0.2,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Matakana River,1057,Mangrove,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Catchment Area,1545.3,1545.3,1545.3,1545.3,1545.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Built-up Area (settlement),1357.1,1360.1,1360.1,1360.1,1360.1,87.8,88.0,88.0,88.0,88.0,3.0,0.2,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Urban Parkland/Open Space,145.5,142.5,142.5,142.5,142.5,9.4,9.2,9.2,9.2,9.2,-3.0,-2.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Surface Mine or Dump,10.8,10.8,10.8,10.8,10.8,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Indigenous Forest,9.6,9.6,9.6,9.6,9.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Broadleaved Indigenous Hardwoods,8.7,8.7,8.7,8.7,8.7,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Exotic Forest,7.2,7.2,7.2,7.2,7.2,0.5,0.5,0.5,0.5,0.5,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Transport Infrastructure,6.0,6.0,6.0,6.0,6.0,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Meola Creek,1003108,Mangrove,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Catchment Area,271.4,271.4,271.4,271.4,271.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,High Producing Exotic Grassland,242.7,221.1,221.1,221.1,224.7,89.4,81.5,81.5,81.5,82.8,-18.1,-7.4,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Gorse and/or Broom,,21.6,21.6,21.6,21.6,,8.0,8.0,8.0,8.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Broadleaved Indigenous Hardwoods,15.2,15.2,15.2,15.2,15.2,5.6,5.6,5.6,5.6,5.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Deciduous Hardwoods,9.6,9.6,9.6,9.6,6.0,3.5,3.5,3.5,3.5,2.2,-3.5,-36.9,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Mixed Exotic Shrubland,3.3,3.3,3.3,3.3,3.3,1.2,1.2,1.2,1.2,1.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Twelve-mile NZ territorial limit (Marine),0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Motutapu Island,2556,Forest - Harvested,,,,,0.2,,,,,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Catchment Area,686.3,686.3,686.3,686.3,686.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Built-up Area (settlement),556.6,556.6,556.6,556.6,556.6,81.1,81.1,81.1,81.1,81.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Urban Parkland/Open Space,86.2,86.2,86.2,86.2,86.2,12.6,12.6,12.6,12.6,12.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Exotic Forest,25.1,25.1,25.1,25.1,25.1,3.7,3.7,3.7,3.7,3.7,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Deciduous Hardwoods,8.3,8.3,8.3,8.3,8.3,1.2,1.2,1.2,1.2,1.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Transport Infrastructure,6.2,6.2,6.2,6.2,6.2,0.9,0.9,0.9,0.9,0.9,0.0,0.0,08/26/2025 16:12:47
Auckland Region,New Market Gully,1003106,Indigenous Forest,4.0,4.0,4.0,4.0,4.0,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Catchment Area,3962.4,3962.4,3962.4,3962.4,3962.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,High Producing Exotic Grassland,2990.1,2966.4,2871.5,2874.7,2872.2,75.5,74.9,72.5,72.6,72.5,-117.9,-3.9,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Short-rotation Cropland,645.3,658.9,749.4,749.4,735.2,16.3,16.6,18.9,18.9,18.6,89.9,13.9,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Indigenous Forest,135.0,135.0,135.0,135.0,135.0,3.4,3.4,3.4,3.4,3.4,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Built-up Area (settlement),49.9,49.9,49.9,49.9,72.7,1.3,1.3,1.3,1.3,1.8,22.7,45.5,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Exotic Forest,63.1,65.6,68.2,61.6,51.2,1.6,1.7,1.7,1.6,1.3,-11.9,-18.9,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,"Orchard, Vineyard or Other Perennial Crop",40.3,47.9,47.9,47.9,45.2,1.0,1.2,1.2,1.2,1.1,4.9,12.3,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Deciduous Hardwoods,11.5,11.5,11.5,11.5,11.5,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Broadleaved Indigenous Hardwoods,8.7,8.7,8.7,8.7,8.7,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Low Producing Grassland,,,,7.4,7.4,,,,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Surface Mine or Dump,,,,1.9,5.7,,,,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Lake or Pond,5.7,5.7,5.7,5.7,5.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Gorse and/or Broom,9.4,9.4,11.2,5.2,5.2,0.2,0.2,0.3,0.1,0.1,-4.2,-44.4,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Manuka and/or Kanuka,2.1,2.1,2.1,2.1,2.8,0.1,0.1,0.1,0.1,0.1,0.7,33.9,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Forest - Harvested,,,,,2.6,,,,,0.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Mixed Exotic Shrubland,1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Ngakoroa Stream,660,Estuarine Open Water,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Catchment Area,357.5,357.5,357.5,357.5,357.5,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Manuka and/or Kanuka,165.9,165.9,153.7,153.5,153.5,46.4,46.4,43.0,42.9,42.9,-12.4,-7.5,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Indigenous Forest,78.9,78.9,78.9,78.9,78.9,22.1,22.1,22.1,22.1,22.1,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Built-up Area (settlement),24.3,25.5,32.4,32.4,67.8,6.8,7.1,9.1,9.1,19.0,43.5,178.9,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,High Producing Exotic Grassland,57.2,56.0,49.1,49.1,13.7,16.0,15.7,13.7,13.7,3.8,-43.5,-76.0,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Urban Parkland/Open Space,12.3,12.3,12.3,12.3,12.3,3.4,3.4,3.4,3.4,3.4,0.0,0.0,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Low Producing Grassland,2.6,2.6,2.4,11.3,11.3,0.7,0.7,0.7,3.2,3.2,8.7,333.7,08/26/2025 16:12:47
Auckland Region,Nukumea,2298,Broadleaved Indigenous Hardwoods,11.1,11.1,11.1,11.1,11.1,3.1,3.1,3.1,3.1,3.1,0.0,0.0,08/26/2025 16:12:47
